Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Star Wars: Episode V - The Empire Strikes Back,https://www.imdb.com/title/tt0080684/?ref_=sr_t_1,1980,2h 4m,PG,8.7,1.4M,"After the Empire overpowers the Rebel Alliance, Luke Skywalker begins training with Jedi Master Yoda, while Darth Vader and bounty hunter Boba Fett pursue his friends across the galaxy.",18000000.0,550016086,292753960,4910483.0,['Irvin Kershner'],"['Leigh Brackett', 'Lawrence Kasdan', 'George Lucas']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","['Action Epic', 'Adventure Epic', 'Dark Fantasy', 'Epic', 'Fantasy Epic', 'Globetrotting Adventure', 'Quest', 'Sci-Fi Epic', 'Space Sci-Fi', 'Sword & Sorcery']",['United States'],"['Hardangerjøkulen Glacier, Finse, Norway']",['Lucasfilm'],['English'],27,20,1,1980
2. Superman II,https://www.imdb.com/title/tt0081573/?ref_=sr_t_2,1980,2h 7m,PG,6.8,118K,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",54000000.0,216385706,108185706,14100523.0,"['Richard Lester', 'Richard Donner']","['Jerry Siegel', 'Joe Shuster', 'Mario Puzo']","['Gene Hackman', 'Christopher Reeve', 'Margot Kidder']","['Alien Invasion', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'United Kingdom', 'Canada', 'France']","['Calgary, Alberta, Canada']","['Dovemead Films', 'Film Export A.G.', 'International Film Production']","['English', 'French', 'Russian']",4,7,0,1980
3. 9 to 5,https://www.imdb.com/title/tt0080319/?ref_=sr_t_3,1980,1h 49m,PG,6.9,41K,"Employees Violet, Judy, and Dora Lee of sexist, egotistical, lying, hypocritical bigot Franklin Hart Junior find a way to turn the tables on him. Dolly Parton's film debut was later a short-lived TV sitcom and a Broadway musical.",10000000.0,103303473,103290500,3966832.0,['Colin Higgins'],"['Patricia Resnick', 'Colin Higgins']","['Jane Fonda', 'Lily Tomlin', 'Dolly Parton']","['Farce', 'Comedy']",['United States'],"['10431 Bellagio Road, Bel Air, Los Angeles, California, USA']","['IPC Films', 'Twentieth Century Fox']","['English', 'French']",4,8,1,1980
4. Stir Crazy,https://www.imdb.com/title/tt0081562/?ref_=sr_t_4,1980,1h 51m,R,6.7,31K,"Set up and wrongfully accused, two best friends are sent to prison for a crime they didn't commit. However, no prison cell can keep them locked in a cage.",10000000.0,101300000,101300000,8691886.0,['Sidney Poitier'],"['Bruce Jay Friedman', 'Charles Blackwell']","['Gene Wilder', 'Richard Pryor', 'Georg Stanford Brown']","['Dark Comedy', 'Comedy', 'Crime']",['United States'],"['Tucson, Arizona, USA']",['Columbia Pictures'],"['English', 'Spanish']",0,0,0,1980
5. Airplane!,https://www.imdb.com/title/tt0080339/?ref_=sr_t_5,1980,1h 28m,PG,7.7,271K,"After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must safely land a commercial airplane full of passengers.",3500000.0,83455547,83453539,,"['Jim Abrahams', 'David Zucker', 'Jerry Zucker']","['Jim Abrahams', 'David Zucker', 'Jerry Zucker']","['Robert Hays', 'Julie Hagerty', 'Leslie Nielsen']","['Dark Comedy', 'Farce', 'Parody', 'Satire', 'Slapstick', 'Comedy']",['United States'],"['Los Angeles International Airport - 1 World Way, Los Angeles, California, USA']","['Paramount Pictures', 'Howard W. Koch Productions']",['English'],3,7,0,1980
6. Any Which Way You Can,https://www.imdb.com/title/tt0080377/?ref_=sr_t_6,1980,1h 56m,PG,6.1,22K,"A trucker turned prize fighter, his brother and their pet orangutan have a series of misadventures involving the mob, corrupt cops, motorcycle gangs and pretty dames.",15000000.0,70687344,70687344,8024663.0,['Buddy Van Horn'],"['Stanford Sherman', 'Jeremy Joe Kronsberg']","['Clint Eastwood', 'Sondra Locke', 'Geoffrey Lewis']","['Action', 'Comedy']",['United States'],"['Million Dollar Cowboy Bar, 25 North Cache Drive, Jackson, Wyoming, USA']","['The Malpaso Company', 'Warner Bros.']",['English'],2,2,0,1980
7. Private Benjamin,https://www.imdb.com/title/tt0081375/?ref_=sr_t_7,1980,1h 49m,R,6.2,30K,A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.,9500000.0,69847348,69847348,4739769.0,['Howard Zieff'],"['Nancy Meyers', 'Charles Shyer', 'Harvey Miller']","['Goldie Hawn', 'Eileen Brennan', 'Armand Assante']","['Satire', 'Comedy', 'War']",['United States'],"['Fort MacArthur, San Pedro, Los Angeles, California, USA']",['Warner Bros.'],"['French', 'English']",0,6,3,1980
8. Coal Miner's Daughter,https://www.imdb.com/title/tt0080549/?ref_=sr_t_8,1980,2h 4m,PG,7.5,21K,"The fictionalized life of singer Loretta Lynn, a girl who rose from humble beginnings to become a country music star in the 1960s/70s.",,67182787,67182787,3366443.0,['Michael Apted'],"['Thomas Rickman', 'Loretta Lynn', 'George Vecsey']","['Sissy Spacek', 'Tommy Lee Jones', 'Levon Helm']","['Biography', 'Drama', 'Music']",['United States'],"['Nashville, Tennessee, USA']",['Universal Pictures'],['English'],11,13,1,1980
9. Smokey and the Bandit II,https://www.imdb.com/title/tt0081529/?ref_=sr_t_9,1980,1h 40m,PG,5.3,18K,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",,66132626,66132626,10883835.0,['Hal Needham'],"['Hal Needham', 'Robert L. Levy', 'Jerry Belson']","['Burt Reynolds', 'Jackie Gleason', 'Jerry Reed']","['Road Trip', 'Action', 'Adventure', 'Comedy']",['United States'],"['Las Vegas, Nevada, USA']","['Universal Pictures', 'Rastar Films']","['English', 'Spanish']",0,5,0,1980
10. The Blue Lagoon,https://www.imdb.com/title/tt0080453/?ref_=sr_t_10,1980,1h 44m,R,5.8,79K,"During the Victorian period, two preteen cousins are shipwrecked on a tropical island in the South Pacific and enjoy a simple life together until puberty complicates matters.",4500000.0,58853106,58853106,,['Randal Kleiser'],"['Henry De Vere Stacpoole', 'Douglas Day Stewart']","['Brooke Shields', 'Christopher Atkins', 'Leo McKern']","['Coming-of-Age', 'Survival', 'Teen Drama', 'Teen Romance', 'Adventure', 'Drama', 'Romance']",['United States'],"['Turtle Island, Fiji']",['Columbia Pictures'],['English'],4,8,1,1980
