Title,Movie Link,Year,Duration,MPA,Rating,Votes,Description,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. The Dark Knight,https://www.imdb.com/title/tt0468569/?ref_=sr_t_1,2008,2h 32m,PG-13,9.0,3M,"When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",185000000.0,1009057329,534987076,158411483,['Christopher Nolan'],"['Jonathan Nolan', 'Christopher Nolan', 'David S. Goyer']","['Christian Bale', 'Heath Ledger', 'Aaron Eckhart']","['Action Epic', 'Epic', 'Superhero', 'Action', 'Crime', 'Drama', 'Thriller']","['United States', 'United Kingdom']","['Chicago, Illinois, USA']","['Warner Bros.', 'Legendary Entertainment', 'Syncopy']","['English', 'Mandarin']",164,165,2,2008
2. Iron Man,https://www.imdb.com/title/tt0371746/?ref_=sr_t_2,2008,2h 6m,PG-13,7.9,1.2M,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",140000000.0,585796247,319034126,98618668,['Jon Favreau'],"['Mark Fergus', 'Hawk Ostby', 'Art Marcum']","['Robert Downey Jr.', 'Gwyneth Paltrow', 'Terrence Howard']","['Sci-Fi Epic', 'Superhero', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'Canada']","['Alabama Hills, Lone Pine, California, USA']","['Paramount Pictures', 'Marvel Entertainment', 'Marvel Studios']","['English', 'Persian', 'Urdu', 'Arabic', 'Kurdish', 'Hindi', 'Hungarian']",24,73,2,2008
3. Indiana Jones and the Kingdom of the Crystal Skull,https://www.imdb.com/title/tt0367882/?ref_=sr_t_3,2008,2h 2m,PG-13,6.2,500K,"Set in 1957, it pits Indiana Jones against Soviet KGB agents led by Irina Spalko searching for a telepathic crystal skull located in Peru.",185000000.0,786636033,317101119,100137835,['Steven Spielberg'],"['David Koepp', 'George Lucas', 'Jeff Nathanson']","['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf']","['Adventure Epic', 'Globetrotting Adventure', 'Action', 'Adventure']",['United States'],"['Iguazú Waterfalls, Misiones, Argentina']","['Paramount Pictures', 'Lucasfilm', 'The Kennedy/Marshall Company']","['English', 'German', 'Russian']",10,42,0,2008
4. Hancock,https://www.imdb.com/title/tt0448157/?ref_=sr_t_4,2008,1h 32m,R,6.4,524K,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,150000000.0,629443428,227946274,62603879,['Peter Berg'],"['Vy Vincent Ngo', 'Vince Gilligan']","['Will Smith', 'Charlize Theron', 'Jason Bateman']","['Superhero', 'Action', 'Comedy', 'Drama', 'Fantasy']",['United States'],"['City Bank Plaza - 505 S Flower St, Los Angeles, California, USA']","['Columbia Pictures', 'Relativity Media', 'Blue Light']","['English', 'Japanese', 'Vietnamese']",4,14,0,2008
5. WALL·E,https://www.imdb.com/title/tt0910970/?ref_=sr_t_5,2008,1h 38m,G,8.4,1.2M,"A robot who is responsible for cleaning a waste-covered Earth meets another robot and falls in love with her. Together, they set out on a journey that will alter the fate of mankind.",180000000.0,527403656,223808164,63087526,['Andrew Stanton'],"['Andrew Stanton', 'Pete Docter', 'Jim Reardon']","['Ben Burtt', 'Elissa Knight', 'Jeff Garlin']","['Adventure Epic', 'Artificial Intelligence', 'Computer Animation', 'Dystopian Sci-Fi', 'Space Sci-Fi', 'Adventure', 'Animation', 'Family', 'Sci-Fi']","['United States', 'Japan']","['Walt Disney Animation Studios - 2100 Riverside Drive, Burbank, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios', 'FortyFour Studios']",['English'],96,95,1,2008
6. Kung Fu Panda,https://www.imdb.com/title/tt0441773/?ref_=sr_t_6,2008,1h 32m,PG,7.6,544K,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",130000000.0,632384787,216064546,60239130,"['Mark Osborne', 'John Stevenson']","['Jonathan Aibel', 'Glenn Berger', 'Ethan Reiff']","['Jack Black', 'Ian McShane', 'Angelina Jolie']","['Animal Adventure', 'Computer Animation', 'Kung Fu', 'Martial Arts', 'Wuxia', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",['United States'],"['Glendale, California, USA']","['DreamWorks Animation', 'Dragon Warrior Media']",['English'],15,39,1,2008
7. Twilight,https://www.imdb.com/title/tt1099212/?ref_=sr_t_7,2008,2h 2m,PG-13,5.3,502K,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",37000000.0,408513574,193962473,69637740,['Catherine Hardwicke'],"['Melissa Rosenberg', 'Stephenie Meyer']","['Kristen Stewart', 'Robert Pattinson', 'Billy Burke']","['Dark Fantasy', 'Teen Drama', 'Teen Fantasy', 'Teen Romance', 'Drama', 'Fantasy', 'Romance']","['United States', 'United Kingdom']","['218 Rim Drive, Washougal, Columbia River Gorge, Washington, USA']","['Summit Entertainment', 'Temple Hill Entertainment', 'Maverick Films']",['English'],34,16,0,2008
8. Madagascar: Escape 2 Africa,https://www.imdb.com/title/tt0479952/?ref_=sr_t_8,2008,1h 29m,PG,6.6,257K,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve in Kenya, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",150000000.0,603900354,180010950,63106589,"['Eric Darnell', 'Tom McGrath']","['Etan Cohen', 'Eric Darnell', 'Tom McGrath']","['Ben Stiller', 'Chris Rock', 'David Schwimmer']","['Animal Adventure', 'Computer Animation', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Family']","['United States', 'United Kingdom']","['Glendale, California, USA']","['DreamWorks Animation', 'Pacific Data Images (PDI)']",['English'],4,11,0,2008
9. Quantum of Solace,https://www.imdb.com/title/tt0830515/?ref_=sr_t_9,2008,1h 46m,PG-13,6.5,481K,James Bond tries to stop an organisation from eliminating a country's most valuable resource.,200000000.0,589593688,168368427,67528882,['Marc Forster'],"['Paul Haggis', 'Neal Purvis', 'Robert Wade']","['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric']","['Spy', 'Action', 'Adventure', 'Mystery', 'Thriller']","['United Kingdom', 'United States', 'Italy']","['Strada Regionale 249, Navene, Lake Garda, Italy']","['Metro-Goldwyn-Mayer (MGM)', 'Columbia Pictures', 'Eon Productions']","['English', 'Spanish', 'Italian', 'French', 'Swiss German', 'German']",4,32,0,2008
10. Horton Hears a Who!,https://www.imdb.com/title/tt0451079/?ref_=sr_t_10,2008,1h 26m,G,6.8,154K,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,85000000.0,298572799,154529439,45012998,"['Jimmy Hayward', 'Steve Martino']","['Cinco Paul', 'Ken Daurio', 'Dr. Seuss']","['Jim Carrey', 'Steve Carell', 'Carol Burnett']","['Computer Animation', 'Jungle Adventure', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music']","['United States', 'United Kingdom']","['Greenwich, Connecticut, USA']","['Twentieth Century Fox Animation', 'Blue Sky Studios', 'Dr. Seuss Enterprises']",['English'],0,18,0,2008
